radiant_win,dire_team,radiant_team,duration,avg_mmr
True,"[2, 30, 3, 70, 44]","[83, 101, 12, 99, 106]",1679,4220
False,"[33, 75, 126, 109, 97]","[22, 14, 121, 99, 58]",2073,1611
False,"[138, 91, 50, 71, 86]","[56, 26, 104, 1, 14]",2437,2669
True,"[74, 93, 7, 40, 15]","[62, 54, 104, 121, 53]",1993,4639
False,"[106, 28, 39, 84, 109]","[18, 44, 65, 71, 27]",2399,2099
False,"[99, 48, 22, 71, 91]","[74, 76, 5, 28, 44]",2316,2241
False,"[20, 96, 41, 64, 46]","[121, 104, 9, 43, 6]",2547,2268
False,"[30, 75, 89, 21, 7]","[12, 40, 45, 38, 58]",3313,3274
True,"[42, 1, 14, 39, 53]","[75, 93, 35, 30, 36]",2793,2633
False,"[35, 84, 22, 138, 37]","[105, 38, 31, 67, 57]",2774,3122
True,"[37, 99, 35, 36, 39]","[6, 80, 28, 11, 78]",2404,4035
True,"[68, 128, 120, 14, 54]","[56, 30, 63, 71, 99]",1995,3357
False,"[42, 30, 9, 67, 138]","[28, 121, 26, 74, 95]",3127,2901
True,"[1, 76, 7, 14, 17]","[84, 38, 99, 26, 81]",1768,3789
True,"[42, 41, 56, 31, 47]","[28, 2, 30, 20, 10]",2530,2656
True,"[2, 47, 5, 10, 136]","[53, 44, 85, 129, 23]",2515,2196
True,"[101, 102, 97, 34, 41]","[14, 71, 107, 76, 48]",1861,3100
True,"[81, 63, 53, 11, 47]","[16, 12, 18, 22, 48]",2217,3671
True,"[23, 31, 71, 61, 20]","[19, 25, 2, 72, 101]",2593,3314
False,"[71, 86, 70, 85, 80]","[84, 60, 54, 4, 123]",2335,601
False,"[31, 58, 44, 90, 108]","[84, 32, 42, 14, 107]",2787,3144
True,"[14, 68, 10, 40, 36]","[44, 19, 51, 23, 3]",2064,2736
False,"[17, 61, 44, 50, 22]","[39, 51, 72, 7, 97]",1987,2581
False,"[1, 31, 129, 51, 91]","[3, 85, 45, 7, 44]",3043,3651
False,"[45, 62, 71, 20, 18]","[67, 23, 55, 13, 75]",2880,2895
False,"[68, 41, 42, 74, 64]","[53, 44, 37, 39, 71]",2460,2687
True,"[101, 53, 8, 119, 23]","[30, 21, 95, 20, 11]",2217,2394
True,"[26, 2, 14, 100, 44]","[35, 71, 93, 39, 104]",2273,2029
True,"[7, 114, 14, 123, 86]","[41, 1, 27, 84, 138]",2132,2092
True,"[59, 135, 56, 74, 41]","[23, 83, 63, 14, 36]",2872,3719
False,"[128, 18, 5, 111, 29]","[65, 121, 60, 110, 138]",2250,2002
True,"[14, 74, 68, 67, 21]","[53, 34, 84, 54, 20]",2293,3062
True,"[137, 26, 84, 44, 14]","[50, 74, 2, 104, 8]",2086,3127
True,"[81, 30, 14, 34, 23]","[121, 74, 41, 26, 96]",3355,957
False,"[137, 55, 34, 73, 5]","[50, 98, 31, 74, 138]",3358,1796
True,"[39, 11, 123, 91, 28]","[14, 44, 49, 26, 102]",2298,3447
True,"[99, 75, 123, 45, 22]","[89, 101, 126, 113, 104]",2474,2178
True,"[40, 106, 57, 62, 44]","[28, 83, 15, 53, 22]",1260,3143
True,"[107, 112, 67, 120, 17]","[91, 72, 2, 86, 82]",3230,4118
False,"[58, 7, 44, 31, 6]","[135, 40, 64, 3, 41]",3548,3353
False,"[72, 71, 50, 64, 114]","[21, 85, 41, 83, 25]",2469,2287
False,"[120, 5, 112, 12, 135]","[110, 6, 119, 14, 96]",2084,1958
True,"[14, 114, 42, 86, 22]","[39, 99, 53, 32, 5]",3587,4472
False,"[34, 18, 64, 32, 30]","[60, 45, 4, 50, 9]",2710,2853
True,"[42, 74, 10, 88, 7]","[57, 114, 67, 26, 85]",2000,2880
False,"[41, 58, 44, 31, 32]","[6, 54, 45, 26, 53]",3097,2036
False,"[23, 121, 7, 83, 42]","[30, 28, 97, 25, 44]",3241,4065
True,"[120, 48, 86, 26, 29]","[31, 22, 93, 104, 45]",3172,4122
True,"[97, 99, 2, 26, 6]","[96, 12, 14, 20, 36]",900,4018
True,"[54, 51, 75, 64, 47]","[14, 44, 76, 2, 30]",2026,2880
True,"[30, 35, 42, 14, 40]","[63, 72, 86, 135, 53]",2277,4686
True,"[23, 121, 71, 25, 48]","[20, 40, 109, 36, 57]",3049,2642
False,"[12, 50, 81, 101, 138]","[30, 23, 36, 107, 10]",2867,3033
False,"[81, 104, 88, 47, 64]","[3, 50, 99, 83, 72]",1914,1950
True,"[44, 68, 36, 39, 51]","[35, 90, 5, 81, 93]",2724,2792
False,"[76, 9, 114, 81, 40]","[25, 71, 47, 17, 18]",2299,2431
False,"[20, 16, 59, 27, 44]","[40, 26, 23, 74, 81]",2996,1002
False,"[53, 22, 15, 41, 74]","[29, 4, 71, 10, 63]",2595,3008
True,"[71, 83, 50, 81, 9]","[64, 37, 138, 126, 28]",3374,3427
True,"[74, 11, 107, 71, 30]","[8, 29, 16, 21, 53]",2561,4103
True,"[44, 2, 31, 58, 25]","[30, 97, 67, 123, 46]",2838,4265
True,"[76, 2, 31, 88, 44]","[77, 71, 6, 13, 64]",1499,3237
False,"[30, 7, 136, 60, 32]","[50, 96, 12, 71, 64]",2278,1469
False,"[80, 40, 19, 106, 85]","[37, 22, 95, 11, 35]",971,2379
False,"[72, 74, 42, 110, 102]","[44, 80, 78, 36, 81]",1880,3115
True,"[8, 135, 26, 2, 107]","[1, 138, 95, 96, 102]",2919,2138
False,"[119, 53, 37, 104, 11]","[96, 68, 58, 81, 36]",2542,4082
True,"[43, 72, 26, 135, 126]","[8, 46, 84, 86, 23]",2737,3183
False,"[20, 31, 93, 28, 100]","[8, 37, 14, 121, 71]",3069,3726
False,"[59, 28, 22, 8, 40]","[53, 42, 106, 17, 23]",2629,3078
True,"[68, 52, 74, 20, 42]","[30, 83, 81, 72, 38]",2156,3494
True,"[14, 71, 25, 27, 10]","[6, 64, 36, 40, 29]",4259,3985
False,"[2, 50, 52, 64, 35]","[74, 42, 112, 86, 81]",2373,3508
True,"[25, 29, 71, 44, 26]","[138, 86, 119, 23, 45]",2797,3153
False,"[123, 14, 6, 15, 44]","[67, 46, 111, 49, 107]",1724,2901
False,"[44, 101, 14, 9, 96]","[25, 16, 114, 74, 83]",3224,3751
True,"[14, 120, 53, 84, 46]","[113, 25, 98, 5, 67]",3846,3328
True,"[72, 25, 14, 123, 31]","[3, 84, 76, 12, 86]",2790,2474
True,"[18, 71, 17, 110, 33]","[50, 84, 89, 35, 81]",1824,3587
True,"[58, 77, 106, 36, 44]","[114, 26, 64, 11, 32]",2490,2980
True,"[14, 27, 12, 30, 7]","[68, 129, 9, 11, 8]",3150,3035
True,"[7, 30, 17, 42, 99]","[2, 53, 71, 23, 11]",2349,3324
True,"[9, 99, 25, 35, 83]","[26, 70, 106, 68, 7]",3274,3949
False,"[138, 11, 26, 2, 68]","[27, 32, 18, 36, 101]",2845,3992
True,"[2, 109, 55, 86, 36]","[84, 81, 26, 100, 37]",1937,3991
False,"[27, 32, 44, 4, 86]","[14, 30, 9, 36, 93]",2920,4057
False,"[30, 22, 44, 88, 104]","[34, 100, 64, 74, 42]",1949,2691
True,"[92, 67, 14, 101, 111]","[42, 87, 56, 71, 94]",2050,3229
True,"[21, 121, 123, 42, 6]","[119, 10, 17, 84, 81]",481,3203
True,"[121, 15, 44, 14, 137]","[81, 101, 64, 47, 28]",2372,2612
True,"[71, 123, 44, 120, 58]","[11, 23, 91, 76, 48]",2242,2890
False,"[22, 121, 96, 50, 44]","[101, 74, 67, 71, 40]",3416,4202
False,"[74, 48, 14, 84, 119]","[50, 96, 59, 70, 9]",2466,1872
False,"[103, 48, 126, 53, 20]","[99, 35, 44, 16, 68]",2179,3528
False,"[26, 67, 106, 123, 85]","[93, 53, 99, 80, 30]",2245,3401
True,"[21, 123, 107, 41, 50]","[46, 74, 84, 15, 97]",3024,4499
True,"[35, 86, 9, 28, 39]","[80, 106, 108, 40, 30]",2990,3505
False,"[7, 136, 28, 19, 63]","[2, 83, 44, 17, 75]",3729,4372
True,"[56, 96, 123, 1, 74]","[104, 44, 14, 49, 30]",2141,2417
False,"[103, 30, 44, 75, 10]","[85, 138, 7, 86, 1]",2882,3114
True,"[50, 12, 98, 59, 9]","[32, 7, 101, 14, 55]",2776,2210
False,"[121, 22, 53, 99, 41]","[81, 50, 95, 37, 36]",2511,2834
False,"[23, 128, 48, 71, 111]","[59, 99, 11, 25, 107]",2219,3985
False,"[2, 93, 68, 5, 11]","[21, 37, 99, 58, 8]",1505,3259
True,"[70, 45, 23, 83, 104]","[74, 41, 58, 110, 47]",2407,4007
True,"[54, 102, 129, 92, 55]","[21, 45, 17, 61, 15]",924,2650
False,"[29, 95, 30, 68, 106]","[114, 123, 44, 28, 20]",2213,1731
False,"[64, 35, 41, 31, 28]","[123, 104, 126, 5, 86]",2857,2401
True,"[67, 11, 57, 68, 83]","[112, 44, 13, 5, 2]",3492,4605
True,"[14, 53, 42, 106, 63]","[40, 84, 2, 54, 35]",2487,1958
True,"[17, 54, 60, 14, 107]","[87, 86, 84, 93, 44]",1744,3148
False,"[74, 28, 30, 119, 8]","[104, 22, 128, 35, 72]",3380,3984
True,"[36, 126, 42, 17, 39]","[101, 53, 6, 123, 71]",1803,506
True,"[37, 107, 36, 95, 43]","[119, 135, 113, 1, 83]",1448,3662
True,"[114, 135, 76, 71, 14]","[83, 137, 138, 20, 16]",2868,2034
True,"[113, 85, 50, 81, 90]","[119, 21, 112, 28, 19]",3030,1553
False,"[12, 53, 87, 86, 48]","[111, 70, 94, 119, 50]",2764,4286
True,"[105, 14, 81, 21, 15]","[48, 28, 59, 31, 91]",1706,3314
False,"[27, 83, 129, 84, 1]","[68, 13, 23, 137, 67]",1972,2923
True,"[110, 4, 54, 64, 17]","[15, 21, 44, 53, 123]",2527,3615
True,"[37, 109, 7, 71, 9]","[70, 72, 54, 26, 104]",2482,1892
True,"[27, 28, 86, 99, 44]","[2, 121, 80, 8, 53]",3321,3338
False,"[15, 64, 123, 99, 8]","[58, 1, 20, 23, 28]",2014,4127
True,"[70, 74, 99, 76, 71]","[137, 123, 25, 95, 87]",4519,2591
True,"[14, 119, 46, 59, 36]","[71, 80, 31, 33, 95]",2504,2650
True,"[76, 7, 31, 135, 42]","[50, 34, 8, 53, 16]",2118,2121
True,"[31, 30, 73, 36, 54]","[95, 43, 100, 119, 83]",2758,4389
True,"[70, 26, 87, 36, 106]","[83, 67, 75, 96, 101]",2813,913
True,"[71, 64, 30, 86, 93]","[75, 20, 100, 6, 97]",2414,3604
False,"[112, 114, 68, 108, 105]","[39, 97, 87, 64, 44]",3918,4079
True,"[14, 7, 26, 6, 112]","[99, 74, 44, 53, 114]",2002,1976
False,"[100, 2, 14, 35, 6]","[71, 86, 48, 112, 21]",1774,4001
False,"[71, 51, 89, 120, 106]","[126, 5, 10, 114, 110]",2266,4948
True,"[42, 35, 93, 5, 62]","[135, 11, 85, 30, 59]",1440,4014
False,"[57, 35, 93, 74, 137]","[90, 50, 45, 71, 1]",2455,2461
True,"[14, 96, 109, 25, 101]","[100, 59, 30, 42, 110]",1544,3746
False,"[30, 93, 87, 88, 47]","[68, 74, 71, 41, 64]",2612,2769
True,"[47, 1, 113, 32, 2]","[74, 18, 111, 26, 20]",1833,4806
True,"[19, 49, 13, 5, 101]","[121, 30, 99, 44, 17]",2768,1244
True,"[44, 64, 35, 123, 96]","[99, 8, 126, 75, 5]",2794,3751
False,"[48, 2, 86, 64, 63]","[75, 114, 119, 60, 53]",2280,980
True,"[38, 83, 86, 52, 113]","[26, 20, 45, 71, 72]",1847,3607
True,"[138, 42, 50, 137, 46]","[71, 44, 36, 102, 68]",2076,5201
False,"[27, 21, 41, 45, 81]","[135, 99, 20, 14, 86]",2827,3016
True,"[71, 2, 32, 48, 119]","[113, 41, 64, 9, 23]",3363,3061
True,"[86, 67, 71, 81, 17]","[16, 37, 64, 54, 104]",2501,3711
True,"[64, 21, 67, 137, 25]","[99, 26, 14, 138, 7]",3852,2953
True,"[53, 74, 71, 114, 64]","[96, 14, 26, 119, 67]",2150,3826
True,"[14, 104, 119, 44, 40]","[84, 74, 42, 22, 70]",1832,3967
False,"[16, 67, 28, 47, 22]","[41, 36, 87, 45, 99]",3159,2204
True,"[99, 74, 64, 12, 87]","[67, 27, 36, 104, 22]",2545,4799
False,"[23, 11, 97, 121, 47]","[25, 41, 71, 20, 135]",2453,2615
False,"[93, 64, 16, 57, 22]","[6, 87, 14, 54, 27]",3550,111
True,"[1, 26, 5, 138, 8]","[95, 74, 9, 29, 64]",2551,1492
True,"[30, 44, 46, 28, 76]","[61, 23, 121, 83, 26]",2236,3457
False,"[26, 11, 86, 1, 104]","[44, 74, 101, 99, 64]",2550,2255
True,"[47, 39, 35, 84, 42]","[114, 34, 33, 99, 27]",2453,3423
True,"[98, 93, 64, 35, 126]","[74, 3, 41, 87, 48]",1892,2018
True,"[74, 40, 50, 1, 14]","[83, 76, 48, 86, 135]",1354,3250
False,"[99, 46, 50, 18, 71]","[23, 32, 17, 35, 30]",3571,3343
True,"[26, 135, 7, 105, 4]","[46, 35, 136, 104, 68]",1557,3664
True,"[68, 13, 119, 136, 67]","[91, 52, 88, 104, 95]",2622,2523
True,"[16, 64, 53, 44, 5]","[42, 94, 63, 37, 40]",2233,2782
True,"[20, 44, 30, 137, 74]","[113, 83, 49, 14, 114]",1705,3637
False,"[88, 101, 63, 30, 55]","[84, 28, 18, 36, 14]",2004,1731
True,"[93, 35, 57, 121, 25]","[85, 18, 75, 10, 71]",2686,4287
False,"[46, 136, 25, 12, 97]","[23, 123, 128, 135, 8]",2402,3133
True,"[136, 89, 14, 98, 85]","[81, 22, 91, 5, 6]",2879,2650
False,"[1, 99, 11, 75, 30]","[72, 74, 137, 26, 85]",2056,3678
False,"[5, 101, 96, 67, 3]","[23, 35, 104, 20, 14]",2070,2475
False,"[62, 81, 22, 95, 53]","[86, 74, 50, 41, 104]",2526,3630
False,"[27, 105, 56, 83, 36]","[100, 74, 41, 14, 135]",2894,3196
False,"[12, 15, 86, 16, 20]","[37, 42, 34, 120, 27]",2739,4335
False,"[19, 26, 72, 67, 23]","[17, 48, 87, 71, 86]",2272,2856
False,"[23, 67, 11, 87, 5]","[14, 41, 47, 75, 58]",3849,2343
False,"[47, 84, 104, 30, 48]","[1, 26, 87, 2, 74]",2982,3158
False,"[135, 91, 136, 64, 76]","[104, 74, 50, 20, 93]",1986,1619
True,"[31, 34, 43, 83, 101]","[112, 44, 37, 6, 86]",2196,1175
False,"[58, 18, 25, 97, 23]","[111, 5, 22, 48, 129]",1566,3880
True,"[56, 66, 53, 135, 72]","[71, 32, 101, 14, 119]",2572,1505
False,"[21, 2, 45, 71, 53]","[26, 86, 11, 18, 83]",3072,2077
False,"[101, 27, 106, 50, 58]","[93, 73, 100, 51, 77]",3250,2003
False,"[26, 6, 19, 105, 123]","[7, 44, 126, 84, 119]",3986,78
False,"[2, 67, 138, 90, 14]","[85, 76, 36, 93, 119]",2448,608
True,"[36, 19, 99, 8, 27]","[14, 119, 44, 26, 60]",2523,1462
True,"[33, 42, 17, 53, 137]","[121, 63, 87, 44, 36]",2217,1913
True,"[42, 27, 14, 25, 39]","[43, 30, 48, 63, 59]",3183,3738
False,"[71, 67, 55, 102, 44]","[46, 91, 138, 57, 42]",1771,2778
False,"[86, 84, 21, 67, 71]","[137, 41, 31, 6, 53]",2539,5132
False,"[57, 31, 36, 71, 81]","[48, 128, 111, 99, 79]",1785,4028
True,"[95, 108, 45, 86, 21]","[18, 101, 63, 75, 74]",2645,2283
False,"[121, 54, 96, 136, 13]","[119, 30, 40, 57, 8]",2890,1124
True,"[93, 37, 96, 100, 47]","[17, 54, 135, 74, 30]",2762,1959
False,"[32, 52, 11, 119, 135]","[79, 15, 86, 1, 22]",2632,3589
True,"[6, 22, 59, 44, 50]","[120, 16, 95, 69, 137]",2272,1268
False,"[114, 57, 12, 7, 11]","[104, 40, 100, 96, 10]",2111,2799
True,"[88, 21, 69, 44, 86]","[26, 73, 42, 23, 30]",1856,2383
False,"[42, 14, 25, 67, 86]","[97, 88, 109, 59, 64]",2352,3408
True,"[86, 4, 25, 53, 108]","[33, 120, 27, 67, 138]",2722,2116
False,"[42, 96, 46, 53, 84]","[26, 54, 135, 137, 68]",1515,778
True,"[28, 14, 7, 42, 17]","[52, 32, 83, 36, 91]",1927,3195
False,"[87, 100, 11, 74, 138]","[54, 58, 75, 135, 47]",2065,2251
False,"[74, 53, 105, 41, 42]","[30, 81, 27, 120, 44]",2779,3373
False,"[135, 119, 126, 74, 76]","[97, 41, 71, 27, 106]",1969,4531
True,"[81, 71, 2, 26, 67]","[87, 40, 11, 14, 12]",1852,2979
False,"[69, 71, 31, 25, 12]","[14, 44, 96, 56, 30]",2313,3518
True,"[30, 53, 58, 72, 104]","[32, 44, 120, 37, 135]",3110,3031
True,"[26, 52, 96, 67, 9]","[71, 85, 13, 86, 72]",1532,2641
False,"[126, 14, 2, 20, 106]","[71, 48, 25, 9, 119]",1974,4642
True,"[67, 17, 50, 28, 128]","[27, 36, 40, 137, 70]",1709,4184
False,"[47, 68, 8, 107, 100]","[96, 110, 25, 41, 101]",2154,2189
True,"[135, 41, 74, 27, 45]","[11, 71, 109, 90, 51]",2787,4735
False,"[35, 42, 30, 76, 70]","[7, 93, 22, 104, 71]",2854,2326
False,"[86, 54, 68, 110, 80]","[72, 76, 74, 5, 97]",1991,3055
False,"[62, 37, 6, 81, 36]","[93, 2, 52, 53, 20]",1864,4738
False,"[59, 75, 27, 104, 18]","[46, 37, 60, 93, 71]",2007,1737
True,"[36, 105, 107, 17, 6]","[33, 93, 11, 104, 25]",2983,1704
False,"[44, 2, 7, 48, 22]","[84, 106, 36, 114, 104]",3333,3002
False,"[7, 9, 3, 93, 16]","[101, 123, 23, 84, 120]",2310,2992
False,"[26, 1, 123, 39, 102]","[28, 78, 40, 30, 4]",2443,3416
False,"[53, 25, 75, 16, 54]","[76, 71, 84, 22, 41]",2061,2945
False,"[8, 105, 11, 2, 31]","[67, 14, 62, 104, 76]",2478,3813
False,"[25, 99, 67, 53, 5]","[7, 30, 100, 107, 93]",2030,2635
False,"[30, 53, 28, 85, 60]","[94, 137, 64, 7, 19]",2902,2989
False,"[3, 112, 23, 8, 71]","[5, 46, 87, 35, 93]",2424,3890
False,"[99, 107, 42, 56, 30]","[112, 71, 92, 138, 137]",2859,1133
True,"[71, 53, 1, 6, 27]","[70, 74, 31, 98, 30]",2888,3372
True,"[35, 7, 100, 2, 14]","[81, 80, 68, 53, 50]",1399,3883
False,"[59, 10, 53, 27, 31]","[37, 110, 97, 8, 23]",3023,2008
False,"[13, 96, 44, 14, 26]","[62, 86, 74, 138, 81]",1977,3460
True,"[113, 84, 51, 50, 11]","[26, 87, 74, 67, 96]",2496,3128
True,"[46, 99, 83, 14, 5]","[40, 51, 8, 16, 121]",2055,3126
True,"[23, 6, 50, 26, 129]","[99, 64, 5, 51, 1]",2475,3596
True,"[8, 14, 68, 11, 72]","[74, 81, 50, 110, 7]",2013,2155
True,"[50, 53, 121, 71, 81]","[91, 2, 13, 32, 101]",3165,1356
True,"[33, 29, 86, 74, 138]","[21, 31, 7, 6, 85]",2260,2626
True,"[62, 107, 101, 67, 7]","[98, 71, 68, 30, 114]",3331,3235
True,"[11, 44, 23, 19, 135]","[138, 119, 54, 27, 47]",2340,2698
False,"[126, 1, 100, 57, 121]","[67, 64, 94, 51, 78]",4365,3412
True,"[30, 138, 16, 41, 123]","[107, 74, 75, 44, 119]",2064,4248
True,"[18, 53, 101, 23, 50]","[104, 48, 71, 136, 21]",2895,2685
True,"[11, 30, 74, 50, 99]","[45, 84, 36, 44, 101]",2035,2577
True,"[137, 94, 33, 88, 74]","[93, 135, 84, 67, 27]",2811,1768
True,"[31, 35, 93, 74, 85]","[84, 47, 106, 30, 71]",1627,1961
False,"[86, 67, 14, 26, 60]","[96, 64, 44, 5, 76]",1946,3792
False,"[67, 26, 1, 39, 85]","[64, 53, 74, 44, 2]",2132,2176
True,"[59, 2, 18, 9, 53]","[81, 67, 21, 37, 45]",2790,3546
True,"[42, 23, 44, 14, 50]","[12, 79, 13, 71, 83]",2267,3429
False,"[43, 41, 13, 40, 9]","[3, 36, 88, 47, 119]",2003,2220
True,"[71, 32, 16, 84, 40]","[14, 75, 6, 30, 62]",1916,1652
False,"[95, 37, 76, 2, 5]","[53, 30, 46, 99, 113]",4725,4106
False,"[84, 22, 71, 41, 137]","[67, 30, 129, 37, 100]",2804,1600
True,"[53, 81, 63, 77, 40]","[32, 30, 136, 135, 2]",2867,4035
False,"[76, 30, 14, 6, 36]","[11, 119, 49, 93, 123]",2211,3048
True,"[48, 2, 53, 86, 17]","[128, 23, 44, 121, 26]",2862,3113
False,"[81, 14, 48, 36, 92]","[19, 1, 83, 11, 30]",1938,2351
False,"[74, 64, 71, 54, 121]","[42, 91, 136, 85, 50]",2565,3442
True,"[27, 76, 107, 46, 37]","[13, 71, 121, 93, 97]",1861,3580
False,"[114, 107, 5, 75, 23]","[120, 27, 28, 87, 48]",2814,2806
False,"[45, 99, 7, 35, 67]","[2, 53, 22, 121, 95]",2155,3368
True,"[84, 2, 54, 26, 32]","[14, 30, 136, 11, 135]",3054,3028
True,"[107, 44, 20, 17, 21]","[5, 35, 36, 40, 67]",1942,2871
True,"[18, 36, 121, 11, 71]","[76, 74, 84, 108, 67]",3205,3049
True,"[104, 95, 20, 30, 11]","[25, 121, 99, 110, 63]",2107,3685
True,"[71, 57, 29, 119, 8]","[79, 7, 14, 6, 99]",2348,3353
False,"[14, 22, 67, 120, 86]","[21, 2, 12, 34, 53]",2621,2573
False,"[68, 76, 36, 123, 41]","[23, 87, 48, 94, 3]",2467,2073
False,"[6, 7, 26, 37, 41]","[58, 99, 54, 14, 120]",2567,2465
False,"[28, 44, 111, 71, 88]","[14, 54, 25, 27, 99]",2232,3635
True,"[25, 109, 102, 108, 37]","[44, 50, 71, 53, 22]",2427,3104
False,"[21, 41, 83, 25, 71]","[135, 92, 99, 46, 100]",1850,4079
True,"[2, 44, 71, 5, 74]","[135, 35, 30, 14, 41]",2479,3099
True,"[37, 16, 21, 53, 109]","[119, 35, 137, 71, 82]",1572,1453
True,"[30, 48, 135, 36, 74]","[105, 43, 44, 25, 14]",2510,2852
True,"[74, 57, 76, 104, 48]","[6, 40, 50, 119, 14]",2411,1966
False,"[35, 39, 27, 6, 28]","[31, 50, 12, 104, 29]",1563,2572
False,"[7, 30, 26, 20, 81]","[80, 16, 46, 114, 50]",3150,1029
False,"[30, 14, 82, 138, 28]","[37, 56, 74, 7, 75]",2753,1432
True,"[25, 70, 15, 58, 7]","[46, 69, 39, 23, 87]",2649,3283
True,"[50, 26, 70, 100, 35]","[42, 2, 44, 36, 63]",2563,2168
True,"[96, 86, 93, 31, 47]","[6, 135, 7, 113, 14]",1512,3760
True,"[85, 138, 99, 30, 45]","[23, 89, 31, 40, 86]",1363,4006
True,"[109, 71, 5, 8, 137]","[62, 27, 76, 10, 99]",2374,467
True,"[28, 74, 6, 61, 20]","[88, 36, 67, 14, 68]",3359,3541
False,"[80, 30, 88, 99, 17]","[121, 63, 22, 36, 129]",3474,3555
True,"[99, 44, 80, 121, 37]","[81, 14, 71, 25, 31]",2520,4156
True,"[68, 81, 23, 64, 135]","[18, 102, 88, 104, 120]",2125,3286
False,"[40, 28, 86, 23, 104]","[2, 53, 81, 120, 58]",2944,2900
True,"[107, 30, 21, 44, 99]","[81, 84, 36, 14, 23]",1633,3193
True,"[31, 104, 32, 28, 75]","[85, 42, 74, 86, 138]",2728,2955
True,"[107, 75, 128, 110, 35]","[14, 99, 74, 54, 80]",2740,665
True,"[69, 62, 86, 95, 16]","[126, 17, 22, 81, 42]",2490,1065
True,"[54, 31, 32, 101, 30]","[21, 84, 8, 29, 128]",2227,2181
False,"[74, 72, 96, 30, 26]","[138, 11, 23, 123, 64]",3410,3051
True,"[32, 50, 14, 93, 29]","[86, 106, 67, 135, 36]",2336,3351
False,"[114, 39, 54, 30, 75]","[29, 101, 83, 107, 72]",3277,2773
True,"[23, 86, 25, 6, 36]","[56, 87, 2, 76, 109]",2861,2977
False,"[7, 57, 20, 56, 42]","[72, 67, 62, 9, 2]",1593,4826
False,"[62, 81, 44, 75, 47]","[33, 93, 39, 105, 67]",1973,3508
False,"[25, 32, 34, 20, 2]","[39, 5, 26, 57, 81]",2903,3978
True,"[138, 31, 25, 104, 93]","[30, 71, 53, 41, 21]",2546,3209
True,"[99, 90, 120, 35, 101]","[54, 41, 23, 30, 64]",1933,1943
True,"[26, 60, 46, 58, 19]","[2, 110, 72, 137, 101]",2835,3051
False,"[81, 5, 59, 123, 60]","[25, 138, 71, 53, 14]",3686,3867
False,"[62, 53, 81, 7, 35]","[86, 12, 113, 61, 102]",2988,2751
True,"[74, 2, 93, 3, 53]","[91, 71, 35, 39, 42]",1825,2086
True,"[44, 20, 65, 23, 71]","[27, 99, 86, 10, 8]",2360,2975
True,"[26, 101, 42, 14, 44]","[107, 30, 20, 81, 6]",2626,3762
False,"[37, 50, 97, 121, 109]","[137, 1, 86, 35, 30]",2241,2747
False,"[111, 14, 72, 93, 7]","[71, 136, 41, 107, 112]",2433,2727
False,"[14, 36, 99, 37, 30]","[70, 110, 75, 7, 107]",2034,2539
False,"[21, 99, 95, 64, 100]","[45, 74, 53, 41, 71]",3024,3981
True,"[99, 46, 68, 70, 53]","[126, 42, 86, 112, 138]",2181,4706
True,"[104, 35, 85, 18, 68]","[86, 72, 91, 7, 57]",3042,4276
True,"[2, 101, 74, 41, 35]","[99, 86, 113, 70, 20]",2615,2078
True,"[121, 12, 86, 25, 84]","[75, 42, 14, 35, 5]",1406,2172
False,"[25, 23, 30, 88, 93]","[53, 138, 54, 7, 71]",2807,3673
False,"[119, 17, 93, 45, 33]","[64, 35, 40, 28, 54]",1667,708
False,"[14, 56, 35, 9, 8]","[81, 86, 25, 111, 32]",2082,2620
True,"[86, 60, 8, 14, 138]","[79, 121, 93, 104, 42]",2565,2730
False,"[2, 86, 121, 25, 67]","[75, 22, 81, 6, 104]",2146,2554
True,"[48, 104, 22, 49, 101]","[26, 17, 44, 99, 9]",2496,2039
False,"[126, 37, 88, 1, 71]","[138, 44, 55, 43, 5]",3107,4004
True,"[30, 109, 83, 17, 36]","[41, 35, 5, 14, 28]",1870,3339
False,"[80, 137, 58, 93, 20]","[14, 54, 63, 71, 101]",2289,2663
True,"[87, 114, 105, 104, 80]","[89, 102, 81, 83, 11]",1501,3244
True,"[77, 44, 110, 129, 85]","[99, 53, 37, 73, 60]",3235,2219
False,"[99, 27, 10, 30, 41]","[7, 14, 28, 6, 46]",2640,2237
True,"[114, 44, 53, 50, 17]","[71, 11, 62, 95, 84]",2129,2035
True,"[12, 25, 58, 74, 28]","[60, 37, 3, 81, 4]",2112,2169
False,"[35, 30, 100, 27, 57]","[109, 26, 14, 40, 11]",1681,2497
False,"[42, 7, 22, 2, 44]","[101, 17, 1, 65, 104]",2527,2608
False,"[85, 22, 14, 5, 54]","[55, 67, 137, 21, 88]",3226,4201
False,"[13, 97, 25, 85, 138]","[7, 20, 23, 119, 114]",2833,2818
False,"[58, 84, 138, 45, 35]","[104, 11, 48, 20, 14]",3077,2117
False,"[101, 137, 86, 42, 32]","[30, 44, 104, 14, 34]",2790,1858
False,"[29, 27, 80, 26, 138]","[98, 128, 31, 75, 18]",3075,2001
True,"[104, 75, 53, 70, 11]","[28, 8, 61, 27, 14]",1642,4084
True,"[88, 48, 30, 86, 15]","[2, 50, 74, 41, 62]",3243,4859
True,"[40, 70, 50, 94, 56]","[68, 59, 84, 42, 26]",2368,1333
True,"[31, 76, 46, 93, 108]","[27, 71, 74, 26, 81]",2004,2481
